Medicare ID,Year,Facility,Address,City,Zip,Health Service Area,FEIN Number,Legal Entity Owner,Ownership,Administrator,Medical Director Name,Property Owner 1,Property Owner 1 Address,Property Owner 1 City,Property Owner 2,Property Owner 2 Address,Property Owner 2 City,Property Owner 3,Related Entity 1,Related Entity 1 Relationship,Related Entity 1 Interest,Related Entity 2,Related Entity 2 Relationship,Related Entity 2 Interest,Related Entity 3,Related Entity 3 Relationship,Related Entity 3 Interest,Related Entity 4,Related Entity 4 Relationship,Related Entity 4 Interest,Related Entity 5,Related Entity 5 Relationship,Related Entity 5 Interest,Full-Time Work Week,Regsitered Nurse FTE,Dialysis Technician FTE,Dietician FTE,Social Worker FTE,LPN FTE,Other Health FTE,Other Non-Health FTE,Total Employees,Personnel Comments,Authorized Stations Start,Certified Stations Start,Authorized Stations End,Certified Stations End,Peak Station Operated,Stations Setup October,Isolation Stations October,In-Center Treatments,Average Treatment Time,Number of Missed Patients,Shifts Monday,Shifts Tuesday,Shifts Wednesday,Shifts Thursday,Shifts Friday,Shifts Saturday,Shifts Sunday,Incenter Nocturnal Dialysis,Hours of Operation Oct 1,Hours of Operation Oct 2,Hours of Operation Oct 3,Hours of Operation Oct 4,Hours of Operation Oct 5,Hours of Operation Oct 6,Hours of Operation Oct 7,Patients Treated Oct 1,Patients Treated Oct 2,Patients Treated Oct 3,Patients Treated Oct 4,Patients Treated Oct 5,Patients Treated Oct 6,Patients Treated Oct 7,Beginning Patients,Ending Patients,Total Patients Treated,Number of New Patients,Number of Transient Patients,Number Patients Re-Started,Number Post-Transplant,Number Recovered,Number of Transplant Recipients,Number Transferred,Number Voluntarily Discontinued,Number Lost to Follow-up,Number of Patients Died,Medicare Patients,Medicaid Patients,Other Public Patients,Private Insurance Patients,Private Pay Patients,Charity Patients,Total Patients Payment,Male Patients Under 14,Female Patients Under 14,Total Under 14,Male Patients 15-44,Female Patients 15-44,Total 15 to 44,Male Patients 45-64,Female Patients 45-64,Total 45 to 64,Male Patients 65-74,Female Patients 65-74,Total 65 to 74,Male Patients 75 and Over,Female Patients 75 and Over,Total 75 and Over,Total Males Age,Total Females Age,Total Patients Age,Asian Patients,American Indian Patients,Black African Patients,Hawaiian Pacific Patients,White Patients,Unknown Race Patients,Total Residents Race,Hispanic Latino Patients,Non-Hispanic Latino Patients,Unknown Ethnicity Patients,Total Residents by Ethnicity,Starting Date,Ending Date,Source of Financial Data,Total Capital Expenditures,Project 1,Project 1 Amount Obligated,Project 1 Financing,Project 1 CON Number,Project 2,Project 2 Amount Obligated,Project 2 Financing,Project 2 CON Number,Project 3,Project 3 Amount Obligated,Project 3 Financing,Project 3 CON Number,Project 4,Project 4 Amount Obligated,Project 4 Financing,Project 4 CON Number,Project 5,Project 5 Amount Obligated,Project 5 Financing,Project 5 CON Number,Project 6,Project 6 Amount Obligated,Project 6 Financing,Project 6 CON Number,Project 7,Project 7 Amount Obligated,Project 7 Financing,Project 7 CON Number,Project 8,Project 8 Amount Obligated,Project 8 Financing,Project 8 CON Number,Project 9 Amount Obligated,Project 10 Amount Obligated,Long-Term Debt,Net Revenue - Medicare,Net Revenue - Medicaid,Net Revenue - Other Public,Net Revenue - Private Insur,Net Revenue - Private Pay,Total Revenue,Medicare Check,Medicaid Check,Other Public Check,Private Insurance Check,Private Pay Check,Actual Cost of Charity Care,Charity Check,Covid,Contact Person,Contact Person Title,Contact Person Telephone,Contact Person Email,Person Certifying,Certifier Title,Certification Date,Comments,Total Treatments
14-2750,2023,Marengo City Dialysis,910 Greenlee St Ste B,Marengo,60152,8,,Total Renal Care,For Profit Corporation,Stephanie Meyers,Aamir Memon,Luciano Zecchin,7602 Maple Street,"Marengo, Il 60152",,,,,,,,,,,,,,,,,,,,34,1,2,0,0,0,0,0,3,,12,12,12,12,12,12,1,225,21,2,2,0,2,0,2,0,0,No,,11,,11,,11,,,14,,14,,11,,19,15,34,11,11,0,0,1,1,5,0,0,2,24,0,2,7,0,1,34,0,0,0,1,4,5,6,5,11,2,0,2,12,4,16,21,13,34,1,0,2,,31,,34,9,25,,34,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$36,448.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,288625.5,,301113.56,731765.74,,1321504.8,24,0,2,7,0,360,1,,,,,,,,,,2436
14-2737,2023,Maryville Dialysis,2102 Vadalabene Drive,Maryville,62061,11,23-2798589,"Renal Treatment Center-Illinois, Inc.",For Profit Corporation,Anna Reinacher,Henry Purcell,Terry&Deborah Mammen Family Trust,17975 Highland Ranch Terrace,"Poway, CA 92064",,,,,,,,,,,,,,,,,,,,40,7.5,8.6,1,1,0,0,2,20.1,"1-Biomedial Technician
1-Administrative Assistant",16,16,16,16,16,16,1,210,478,2,2,2,2,2,2,2,,No,0,13,13,13,13,13,13,0,20,19,21,19,19,17,48,44,86,13,3,0,0,5,1,12,9,0,6,68,4,5,6,,3,86,,,0,5,3,8,17,10,27,18,11,29,9,13,22,49,37,86,3,,16,,61,6,86,6,80,0,86,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$11,839.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,670027.89,94208.74,919211.99,818369.73,0,2501818.35,68,4,5,6,0,44280,3,,,,,,,,,,6008
14-2664,2023,Mattoon DaVita Dialysis,6051 Development Drive,Charleston,61920,4,62-1323090,DVARenal Healthcare Inc,For Profit Corporation,Rebecca Clement,Dr. Sravan Jasti,J&P Associates,227 W 97th Street,"New York, NY 10025",,,,,,,,,,,,,,,,,,,,32,4.5,7,1,1,0,1,2,16.5,"Other Health-related Professionals:
Facility Administrator

Other Non Health-related Professionals:
Administrive Assistant
Biomed Technician",18,18,18,18,18,18,18,200,897,2,2,2,2,2,2,2,0,No,0,12,10,12,10,12,10,0,33,20,30,20,34,22,50,58,83,26,4,1,2,0,0,16,1,0,8,65,14,2,2,,,83,0,0,0,12,2,14,12,12,24,11,15,26,9,10,19,44,39,83,5,,1,,71,6,83,3,,80,83,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$7,449.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1576032.31,13731,1324530,936021,,3850314.31,65,14,2,2,0,0,0,,,,,,,,,,7123
14-2615,2023,Melrose Park Dialysis,1985 N. Mannheim Road,Melrose Park,60160,7,184185730,Aidiron Dialysis Center,Limited Liability Company,Tracy Only,Dr. Rajani Kosuri,VNV LLC,5515 N. Fransisco,"Chicago, IL 60625",,,,,,,,,,,,,,,,,,,,40,3,3,0.5,0.5,0,0,3,10,"Biomed - .25
Administrative Assistance - .50
Facility Administrator - .25",12,12,12,12,12,12,0,210,71,4,3,1,3,1,3,1,0,No,0,14.5,4.5,14.5,4.5,14.5,4.5,0,25,4,25,5,26,5,30,29,50,16,7,0,0,0,3,18,0,0,2,32,10,0,7,0,1,50,0,0,0,5,1,6,11,3,14,11,6,17,6,7,13,33,17,50,2,0,17,0,4,0,23,27,23,0,50,01.01.23,12.31.23,Review/Compilation of Financial Statements,"$11,803.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,391286.82,75766.23,911068.8,593861,,1971982.85,32,10,0,7,0,13680,1,,,,,,,,,,4766
14-2763,2023,Montclare Dialysis Center,7009 West Belmont Ave,Chicago,60634,6,95-3372911,Total Renal Care Inc,For Profit Corporation,Samuel Cummins,Dr. Kenneth Kuznetsky,Robert Olson and Gladys Olson,6929 Cherry Blossom Lane,Hoschton Ga 30548,Rrvocable Trust C/O Kristie Miles,,,,,,,,,,,,,,,,,,,31,3.5,6.5,1,1,0,0,2.5,14.5,"Administrative Assistant 1.0
Biomedical Technician 0.5
Facility Administrator 1.0",16,16,16,16,16,16,0,3.25,73,3,3,3,3,3,3,3,0,No,0,14.5,10.5,14.5,10.5,14.5,10.5,0,35,15,34,16,35,15,55,58,85,30,9,0,1,1,2,28,0,0,6,54,21,0,9,0,1,85,0,0,0,4,2,6,18,5,23,16,15,31,18,7,25,56,29,85,6,0,8,0,70,1,85,43,42,0,85,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$9,636.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,869180,72507,1260167,912012,0,3113866,54,21,0,9,0,0,1,,,,,,,,,,7936
14-2518,2023,Montgomery County DaVita,1822 Senator Miiller Drive,Hillsboro,62049,3,95-3372911,"Total Renal Care, INC.",For Profit Corporation,Vickie Oller,Dr. Vikrampal Bhatti,Wind Dancer Real Estate Group LLC,5634 Wind Dancer Court,"Sheyboygan, WI 53081",,,,,,,,,,,,,,,,,,,,40,1,2,0.5,0.5,0,0.5,0.5,5,"Other Health related professional Administrative Assistant
Other Non Health related Professional Biomed",8,8,8,8,8,8,0,210,440,0,3,0,3,0,3,0,0,No,0,13,0,13,0,13,0,0,19,0,19,0,20,0,21,22,34,3,4,0,1,0,0,3,1,0,3,28,2,1,3,0,0,34,0,0,0,2,1,3,5,3,8,8,10,18,3,2,5,18,16,34,0,0,1,0,33,0,34,0,34,0,34,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$24,153.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556245.82,11831.37,501611.56,304549,0,1374237.75,28,2,1,3,0,0,0,,,,,,,,,,3048
14-2527,2023,Morris Community Dialysis,1401Lakewood Drive,Morris,60450,9,,"Affiliated Dialysis  of Joliet, LLC",Limited Liability Company,Marci Anderson,David McFadden,David McFadden,"1401 Lakewood Drive Morris,IL",,,,,,,,,,,,,,,,,,,,,30,4.7,2.4,0,0.7,0,0,0,7.8,,10,10,10,10,10,10,0,210,50,3,0,0,0,0,0,0,0,No,,14,,14,,14,,,22,,21,,22,,0,17,36,8,2,1,0,0,0,11,1,1,4,26,1,0,13,1,0,41,0,0,0,2,4,6,5,3,8,4,4,8,11,3,14,22,14,36,0,0,1,0,34,1,36,4,31,1,36,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,$-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,573096,18699,,532623,1303.41,1125721.41,26,1,0,13,1,0,0,,,,,,,,,,3061
14-2302,2023,Mount Sinai Hospital Medical Center Renal Unit,2652 W. Ogden,Chicago,60608,6,36-150-9000,Mount Sinai Hospital,Other Not for Profit,Jessica Munoz,Dr. Andres Serrano,Mount Sinai,2652 W. Ogden,"Chicago, Il 60608",,,,,,,,,,,,,,,,,,,,40,2,8,1,1,0,7,1,20,"Administrator
System Director
Medical Director and Nephrologists
Unit Secretary",16,11,18,18,12,11,0,11303,201.69,916,4,4,4,4,4,4,0,No,17,0,17,17,17,17,17,36,0,43,40,39,36,38,80,82,121,43,1,3,3,5,8,20,1,0,10,65,42,0,11,0,3,121,0,0,0,11,13,24,29,26,55,12,14,26,5,11,16,57,64,121,1,0,60,0,1,59,121,44,63,14,121,7/1/2021,6/30/2022,Review/Compilation of Financial Statements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072481,1610668,0,505245,0,3188394,65,42,0,11,0,99674.94,3,"The COVID-19 pandemic still negatively impacted the ESRD facility in 2022. Transportation issues persisted throughout the year, especially when patients tested positive for COVID-19 but were asymptomatic, or transportation services were experiencing staffing shortages which resulted in increased patient wait times or missed treatment, since no other transportation service was available to the patient. The clinic experienced staffing shortages which caused a delay in admitting patients to the unit since there were no applicants for technicians or nurses and resulted in the unit manager to be in staffing mode. As a clinic, staffed picked up extra hours to cover staffing holes, as well as partnering with the inpatient dialysis unit of the health system to help fill open shifts as well, so that safe patient was maintained. Supply levels were able to be consistently maintained throughout the year but as a health system, we did have our acid and bicarb allocation reduced to 80% from 100% for three inpatient units and the ESRD facility. We were able to work out a plan to ensure that no patient care would be delayed or impacted due to supplies not being available by sharing supplies or ensuring that supplies were ordered appropriately with plenty of time to receive them. 

The unit continued to maintain and follow COVID-19 screening, testing, and treatment clinical guidelines of the American Society of Nephrology. Patients received education on how to practice good hand hygiene and help reduce the spread of infections like COVID-19 and the flu by washing hands, not touching their face, being shown how to properly wear a face mask and when to get a new one, and to notify staff if they are not feeling well in order to reduce the spread of infection and to ensure that they would still be able to receive their full treatment if transportation became an issue. 

The unit also moved to a new physical location on the hospital campus. Staff was trained on the new location, updated water rooms and machines, and what to do in case of an emergency. Patients were oriented to new unit and shown what to do in case of an emergency.",Jessica Munoz,Unit Manager,7732575412,jessica.munoz@sinai.org,Jessica Munoz,Unit Manager,3/31/2023,"In the ""Patient Added"" section, we admitted 43 new patients, three were returning patients who had been on vacation for >60 days, two needed to receive treatment post transplant, and one needed to restart dialysis toward the end of the year due to failed transplant in the beginning of the year.",
14-2636,2023,Mount Vernon Dialysis,4102 North Watertower Place,Mount Vernon,62864,5,20-1649898,"Renal Life Link, Inc.",For Profit Corporation,Angela Greifzu,Dr. Steven Zelman,Nephroplex Service Corporation,416 North 12th Street,Mount Vernon IL 62864,,,,,,,,,,,,,,,,,,,,35,5,5,0,0.5,0,0,1.5,12,"1-Administrative Assistant 
0.25-Biomedical Technician 
0.25-Home technician",16,16,16,16,16,16,16,195,589,3,2,2,2,2,2,2,0,No,0,12,10,12,10,12,10,0,26,22,25,21,27,21,60,58,97,27,8,1,2,0,2,16,4,0,12,78,4,10,5,0,0,97,0,0,0,5,0,5,27,12,39,11,11,22,16,15,31,59,38,97,2,0,21,0,74,0,97,1,96,,97,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$30,911.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1709284.52,14843.89,923304.36,504443.24,0,3151876.01,78,4,10,5,0,0,0,,,,,,,,,,7695
14-2825,2023,Mount Vernon Dialysis,4102 North Watertower Place,Mount Vernon,62864,5,20-1649898,"Renal Life Link, Inc.",For Profit Corporation,Angela Greifzu,Dr. Steven Zelman,Nephroplex Service Corporation,416 North 12th Street,Mount Vernon IL 62864,,,,,,,,,,,,,,,,,,,,35,5,5,0,0.5,0,0,1.5,12,"1-Administrative Assistant 
0.25-Biomedical Technician 
0.25-Home technician",16,16,16,16,16,16,16,195,589,3,2,2,2,2,2,2,0,No,0,12,10,12,10,12,10,0,26,22,25,21,27,21,60,58,97,27,8,1,2,0,2,16,4,0,12,78,4,10,5,0,0,97,0,0,0,5,0,5,27,12,39,11,11,22,16,15,31,59,38,97,2,0,21,0,74,0,97,1,96,,97,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$30,911.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1709284.52,14843.89,923304.36,504443.24,0,3151876.01,78,4,10,5,0,0,0,,,,,,,,,,7695
14-2796,2023,Mt. Greenwood Dialysis,3401 W 111th Street,Chicago,60655,6,23-2798598,"Renal Treatment Centers- Illinois, Inc",For Profit Corporation,Harlene Sernadilla,Mohamad Barakat,Columbia Pacific Advisors LLC,"1910 Fairview Ave, E. Suite 200","Seattle, WA 9811230",,,,,,,,,,,,,,,,,,,,32,2,8,1,1,0,0,3,15,"1- Biomed
1- FA
1- AA",16,16,16,16,16,16,0,210,668,3,3,3,3,3,3,3,0,No,0,18,16,18,16,18,16,0,28,18,27,17,28,17,0,0,110,40,5,2,0,1,5,24,0,1,8,42,9,54,5,0,0,110,0,0,0,7,4,11,26,14,40,18,17,35,12,12,24,63,47,110,0,0,78,0,17,15,110,15,95,,110,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$10,511.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,862645.44,52654.04,1465716.2,668533.3,0,3049548.98,42,9,54,5,0,0,0,,,,,,,,,,8256
14-2688,2023,"Nephron Dialysis Center, Ltd","5140 N California Ave, Suite 510",Chicago,60043,6,36-4277109,,For Profit Corporation,George Kocalis,Hamid Humayun MD,Swedish Hospital,5145 N California Ave,"Chicago, IL 60625",,,,,,,,,,,,,,,,,,,,80,3,8.5,0.5,0.5,0,0.5,5.5,18.5,"0.5 Medical Director, 0.5 Bio-medical Technician, 1 Biller, 1 Secretary, 1 Office Manager, 1 CFO/COO, 1 President/CEO",16,16,16,16,16,16,,210,1050,3,3,3,3,3,3,3,0,No,0,13.5,13.5,13.5,13.5,13.5,13.5,0,30,38,29,36,33,35,69,68,111,40,2,0,0,1,3,28,0,0,11,86,22,,3,,,111,0,0,0,7,3,10,23,10,33,20,20,40,13,15,28,63,48,111,34,0,17,0,60,0,111,26,85,0,111,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1815851.12,483795.42,,372644.24,,2672290.78,86,22,0,3,0,0,0,,,,,,,,,,10271
14-2338,2023,"Nocturnal Dialysis Spa, LLC",1634 S Ardmore Ave,Villa Park,60181,7,472148880,,Limited Liability Partnership,Kareem Syed Shah,"Hamid Humayun, MD",HCT Trust,110 Livery Cr,"Oak Brook, IL 60523",,,,,Hamid Huamyun,Partner,Partnership,Wasay Humayun,Partner,Partnership,Youshay Humayun,Partner,Partnership,Irum Humayun,Partner,Partnership,,,,25,1.5,3,0.5,0.5,0,0.5,1,7,"Other Health: Medical Director
Non-Health Professionals: Office and billing staff",12,12,12,12,10,10,0,270,131,1,1,0,1,0,1,0,0,No,0,7,0,7,0,7,0,0,10,0,9,0,10,0,8,11,16,6,0,0,0,0,0,4,0,0,1,11,2,2,1,0,0,16,0,0,0,1,0,1,5,2,7,1,1,2,2,4,6,9,7,16,4,0,6,0,6,0,16,3,13,0,16,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,$-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,138677,25296,22037,42691,,228701,11,2,2,1,0,0,0,,,,,,,,,,1176
14-2614,2023,Northgrove Dialysis,2491 Industrial Dr  Suite 200,Highland,62249,11,95-3372911,Total Renal Care Inc.,For Profit Corporation,Alison Priest,Sriraj Kanungo,Apex Holdings,15 Apex Drive,"Highland, IL 62249",,,,,,,,,,,,,,,,,,,,40,2,3,0.5,0.5,0,0,1.5,7.5,"Facility Admin, Administrative Assistant and Biomedical support",12,12,12,12,12,12,1,210,204,2,2,0,2,0,2,0,0,No,0,10,0,10,0,10,0,0,20,0,19,0,15,0,13,17,30,18,2,0,0,2,1,5,1,0,11,21,1,6,1,0,1,30,0,0,0,1,3,4,6,3,9,6,2,8,5,4,9,18,12,30,0,0,4,0,25,1,30,1,28,1,30,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$3,717.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,344720,10744,446937,77544,0,879945,21,1,6,1,0,17280,1,,,,,,,,,,2612
14-2753,2023,"Oak Park Kidney Center, LLC",610 S Maple Avenue. Suite 4100,Oak Park,60304,7,364485174,,Limited Liability Partnership,"Kareem Syed Shah, RN","Hamid Humayun, MD",Rush University Medical Center,1700 W Van Buren. Rm 279,"Chicago, IL 60612",,,,,Humayuns'SC,Partner,Partnership,Vaseem Qureshi,Partner,Partnership,,,,,,,,,,40,4,7.5,0.5,1,0,1,3.5,17.5,"Other Health: Medical Director
Non-Health Professionals: Office and billing staff",18,18,18,18,18,16,16,270,1812,3,3,3,3,3,3,3,0,No,0,13.5,13.5,13.5,13.5,13.5,13.5,0,28,31,28,27,28,29,60,61,92,91,4,0,1,1,1,3,4,1,12,36,9,21,24,2,0,92,0,0,0,4,8,12,14,22,36,11,13,24,13,7,20,42,50,92,2,0,61,0,27,2,92,16,72,4,92,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,$-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1200677.39,166111.89,616601.72,1571735.03,612.81,3555738.84,36,9,21,24,2,0,0,,,,,,,,,,8843
14-2854,2023,Palos Park Dialysis,13155 South LaGrange Rd,Orland Park,60462,7,95-337-2911,Total Renal Care,For Profit Corporation,Brett Curtiss,Sonja Marcic,"GX Orland Park 2, LLC",38w435 Cloverfield Rd,"St. Charles, IL, 60175",,,,,,,,,,,,,,,,,,,,178,2,3.5,0.5,0.5,0,0.5,0.5,7.5,"AA .5 FTE
biomed .5 FTE",12,12,12,12,12,12,1,187,131,2,2,2,2,2,2,2,0,No,12,12,12,12,12,12,12,0,16,14,13,11,16,14,9,16,53,19,15,0,0,0,0,5,0,0,8,35,13,0,5,0,0,53,0,0,0,1,0,1,2,4,6,9,6,15,18,13,31,30,23,53,4,0,4,0,45,0,53,2,51,0,53,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$22,825.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1007834.52,2027.95,316592,369091,0,1695545.47,35,13,0,5,0,0,0,,,,,,,,,,4521
14-2671,2023,QUALITY RENAL CARE -DUNDEE DAVITE CARPEN,2203 RANDALL ROAD,Carpentersville,60110,8,95-3372911,TOTAL RENAL CARE,For Profit Corporation,Tracey Only,DR. UMESH PATEL,DR. NASIR J. AHMAD,296 SPRING STREET,"SOTUH ELGIN, IL 60117",PRESENCE ST.JOSEPH HOSPITAL,77 N. AIRLITE,"ELGIN, IL 60123",,,,,,,,,,,,,,,,,40,3,4,0.5,0.5,0,0,0,8,"AA -1
BIOMED - .30
FA - .30",13,13,13,13,13,13,1,210,346,5,4,2,4,2,4,2,0,No,0,15,12,15,12,15,12,0,27,11,27,12,26,12,49,48,72,14,11,0,1,0,5,19,1,0,1,44,10,1,14,0,3,72,0,0,0,3,4,7,16,10,26,11,3,14,20,5,25,50,22,72,3,0,5,0,64,,72,27,45,,72,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$7,079.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,681029.86,75670.22,966291.73,1062780.88,,2785772.69,44,10,1,14,0,128160,3,,,,,,,,,,8513
14-2879,2023,Red Bud DaVita,1500 East Market Street,Red Bud,62278,5,95-3372911,Total Renal Care Inc.,For Profit Corporation,Alison Priest,Meher Mallick,Marketstreet Healthcare Red Bud LLC,,,,,,,,,,,,,,,,,,,,,,40,2,1,0.5,0.5,0,0,1.5,5.5,.5 AA; .5 Biomed; .5 FA,8,8,8,8,8,8,8,210,129,2,2,,2,,2,,,No,,12,,12,,12,,,16,,15,,17,,14,17,32,18,0,0,1,2,0,5,0,0,5,22,6,2,2,0,0,32,0,0,0,2,1,3,5,3,8,7,5,12,5,4,9,19,13,32,,,4,,28,,32,,32,,32,1/1/2023,12312023,Review/Compilation of Financial Statements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,480512.95,1899.84,335493,704531,0,1522436.79,22,6,2,2,0,0,0,,,,,,,,,,2070
14-2860,2023,Renal Center New Lenox,"1890 Silver Cross Blvd, Suite 150",New Lenox,60451,9,95-3372911,Total Renal Care,For Profit Corporation,Virginia Pletzke,Naila Ahmed,NP SCH MSB LLC,,,,,,,,,,,,,,,,,,,,,,40,5,7,0.8,0.8,0,2.2,0,15.8,"Facility Administrator
Administrative Assistant
Biomed",19,19,19,19,19,19,0,212.25,266,3,3,3,3,3,3,3,0,No,0,17.5,15.5,17.5,15.5,17.5,15.5,0,35,35,33,30,37,34,85,92,137,58,12,3,2,3,4,45,7,0,10,103,13,3,17,0,1,137,0,0,0,6,3,9,30,19,49,14,21,35,18,26,44,68,69,137,4,0,32,0,101,0,137,27,110,0,137,1/1/2023,12/31/2023,Audited Financial Statements,"$13,285.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1861164.4,71457.81,1837063,1435535,0,5205220.21,103,13,3,17,0,2880,1,,,,,,,,,,12043
14-2861,2023,Renal Center West Joliet,"1051 Essington Rd, Suite 160",Joliet,60435,9,95-3372911,Total Renal Group,For Profit Corporation,Mohammad Malik,Preeti Nagarkatte,NPSCH MSB LLC,"1550 Market st, Suite 200","Denver, CO 80202",,,,,,,,,,,,,,,,,,,,40,4,8,1,1,0,3,0,17,"Bio Med 
Facility Administrator 
Adminstrative Assistant",26,29,26,29,26,26,0,210,319,,3,2,3,2,3,2,0,No,0,16,16,16,16,16,16,0,48,25,47,24,46,28,55,26,125,14,3,2,1,2,3,14,13,0,15,96,9,6,10,0,3,124,0,0,0,4,2,6,26,10,36,21,13,34,23,25,48,74,50,124,4,0,37,1,82,0,124,26,98,0,124,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$43,439.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1887268.41,9351.81,1792109.6,1707922.59,0,5396652.41,96,9,6,10,0,56880,3,,,,,,,,,,10919
14-2830,2023,Robinson Dialysis,1215 North Allen Suite B,Robinson,62454,5,26-2123806,"Total Renal Care, Inc.",For Profit Corporation,Ashley L. Ramsey,Dr. Manish Gera,Crawford Memorial Hospital,1000 North Allen,"Robinson, IL 62454",,,,,,,,,,,,,,,,,,,,40,3,3,0.5,0.5,0,0,1,8,"Facility Administrator is a registered nurse included in the above RN count.
Biomedical Technician
Administrative Assistant",9,9,9,9,9,9,1,210,225,2,2,2,2,2,2,2,0,No,0,12.5,10,12.5,10,12.5,10,0,19,16,18,16,21,17,33,40,62,30,2,0,0,5,0,11,7,0,5,53,3,1,5,0,0,62,0,0,0,0,1,1,11,7,18,10,5,15,17,11,28,38,24,62,0,0,0,0,62,0,62,0,62,0,62,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$10,350.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,995168.92,,470835.25,139171,,1605175.17,53,3,1,5,0,0,0,,,,,,,,,,5211
14-2812,2023,Roxbury Dialysis,622 Roxbury Rd,Rockford,61107,1,68-0555153,Dialysis of Northern Illinois,Limited Liability Company,Mary Freeman,"James Stim, MD",Rendina Healthcare Real Estate,661 University Blvd; Suite 200,"Jupiter, FL 33458",,,,,Rockford Nephrology Associates,JV Partner,Ownership Interest,,,,,,,,,,,,,40,4.2,6.2,1.3,1.5,0,1,1,15.2,Facility Admin and Admin Assistant,16,16,16,16,16,16,1,207,376,,3,2,3,2,3,2,0,No,0,16,12,16,12,16,12,0,38,28,37,28,38,26,72,69,113,33,14,0,1,2,3,39,4,0,4,94,10,2,13,0,2,121,0,0,0,8,4,12,24,21,45,15,12,27,19,18,37,66,55,121,4,0,26,1,84,6,121,18,97,6,121,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$299,262.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2112788.34,91390.57,2111474.63,3140538.66,0,7456192.2,94,10,2,13,0,6480,2,,,,,,,,,,10052
14-2619,2023,Rutgers Park Dialysis,8604 Woodward Ave,Woodridge,60517,7,82-0848574,Total  Renal Care,For Profit Corporation,Brett Curtiss,Kristey  Delaney,"Pearl Property Group, LLC",1010 Lake St. Suite 200,"Oak Park, IL 60301",,,,,,,,,,,,,,,,,,,,126,2,3,0.5,0.5,0,0.5,0.5,7,"Biomedical specialist
Administrative assistant",12,12,12,12,12,12,1,3.5,59,1,2,2,2,2,2,2,2,No,0,12,12,12,12,12,12,0,20,4,21,3,21,3,0,18,47,19,25,0,0,0,0,40,0,0,3,37,1,0,9,0,0,47,0,0,0,2,2,4,4,3,7,7,9,16,14,6,20,27,20,47,9,0,8,0,30,0,47,4,43,0,47,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$6,348.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,247377.01,5677.44,742604.64,994144.4,0,1989803.49,37,1,0,9,0,2520,0,,,,,,,,,,3958
